ID,Title,URL,Is Premium,Acceptance %,Difficulty,Frequency %,Solution Link
1169,Invalid Transactions,https://leetcode.com/problems/invalid-transactions,N,31.20%,Medium,5.89617%;,
1360,Number of Days Between Two Dates,https://leetcode.com/problems/number-of-days-between-two-dates,N,47.60%,Easy,15.0606%;,
1191,K-Concatenation Maximum Sum,https://leetcode.com/problems/k-concatenation-maximum-sum,N,23.90%,Medium,28.2766%;,
1192,Critical Connections in a Network,https://leetcode.com/problems/critical-connections-in-a-network,N,54.50%,Hard,17.4543%;,
1179,Reformat Department Table,https://leetcode.com/problems/reformat-department-table,N,82.50%,Easy,8.13372%;,
2139,Minimum Moves to Reach Target Score,https://leetcode.com/problems/minimum-moves-to-reach-target-score,N,48.40%,Medium,15.4166%;,
1405,Longest Happy String,https://leetcode.com/problems/longest-happy-string,N,57.40%,Medium,32.3468%;,
1944,Number of Visible People in a Queue,https://leetcode.com/problems/number-of-visible-people-in-a-queue,N,69.70%,Hard,22.4815%;,
1202,Smallest String With Swaps,https://leetcode.com/problems/smallest-string-with-swaps,N,57.60%,Medium,10.8714%;,
1203,Sort Items by Groups Respecting Dependencies,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies,N,50.60%,Hard,33.0855%;,
1207,Unique Number of Occurrences,https://leetcode.com/problems/unique-number-of-occurrences,N,70.90%,Easy,24.4299%;,
1209,Remove All Adjacent Duplicates in String II,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii,N,56.00%,Medium,31.6486%;,
1706,Where Will the Ball Fall,https://leetcode.com/problems/where-will-the-ball-fall,N,71.60%,Medium,2.5692%;,
1220,Count Vowels Permutation,https://leetcode.com/problems/count-vowels-permutation,N,60.60%,Hard,15.7911%;,
1235,Maximum Profit in Job Scheduling,https://leetcode.com/problems/maximum-profit-in-job-scheduling,N,51.20%,Hard,8.3894%;,
2193,Minimum Number of Moves to Make Palindrome,https://leetcode.com/problems/minimum-number-of-moves-to-make-palindrome,N,51.40%,Hard,87.7661%;,
1726,Tuple with Same Product,https://leetcode.com/problems/tuple-with-same-product,N,60.80%,Medium,22.5746%;,
1429,First Unique Number,https://leetcode.com/problems/first-unique-number,Y,52.70%,Medium,35.3902%;,
1249,Minimum Remove to Make Valid Parentheses,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses,N,65.70%,Medium,8.03794%;,
1428,Leftmost Column with at Least a One,https://leetcode.com/problems/leftmost-column-with-at-least-a-one,Y,53.00%,Medium,15.0606%;,
1268,Search Suggestions System,https://leetcode.com/problems/search-suggestions-system,N,66.50%,Medium,73.5862%;,
1275,Find Winner on a Tic Tac Toe Game,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game,N,54.30%,Easy,25.4772%;,
1277,Count Square Submatrices with All Ones,https://leetcode.com/problems/count-square-submatrices-with-all-ones,N,74.40%,Medium,6.33026%;,
1293,Shortest Path in a Grid with Obstacles Elimination,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination,N,45.60%,Hard,24.3059%;,
1306,Jump Game III,https://leetcode.com/problems/jump-game-iii,N,63.10%,Medium,5.2654%;,
1344,Angle Between Hands of a Clock,https://leetcode.com/problems/angle-between-hands-of-a-clock,N,63.40%,Medium,36.5587%;,
1345,Jump Game IV,https://leetcode.com/problems/jump-game-iv,N,44.00%,Hard,18.588%;,
1326,Minimum Number of Taps to Open to Water a Garden,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden,N,47.70%,Hard,12.2646%;,
1335,Minimum Difficulty of a Job Schedule,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule,N,58.70%,Hard,38.2393%;,
1338,Reduce Array Size to The Half,https://leetcode.com/problems/reduce-array-size-to-the-half,N,69.70%,Medium,9.3649%;,
1339,Maximum Product of Splitted Binary Tree,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree,N,43.40%,Medium,15.7911%;,
1340,Jump Game V,https://leetcode.com/problems/jump-game-v,N,62.50%,Hard,24.4174%;,
1372,Longest ZigZag Path in a Binary Tree,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree,N,59.70%,Medium,28.929%;,
1353,Maximum Number of Events That Can Be Attended,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended,N,32.90%,Medium,8.87544%;,
1354,Construct Target Array With Multiple Sums,https://leetcode.com/problems/construct-target-array-with-multiple-sums,N,36.30%,Hard,19.088%;,
1365,How Many Numbers Are Smaller Than the Current Number,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number,N,86.70%,Easy,4.10177%;,
1385,Find the Distance Value Between Two Arrays,https://leetcode.com/problems/find-the-distance-value-between-two-arrays,N,65.40%,Easy,7.1927%;,
1383,Maximum Performance of a Team,https://leetcode.com/problems/maximum-performance-of-a-team,N,48.90%,Hard,45.6746%;,
1396,Design Underground System,https://leetcode.com/problems/design-underground-system,N,73.70%,Medium,5.70091%;,
1408,String Matching in an Array,https://leetcode.com/problems/string-matching-in-an-array,N,63.90%,Easy,11.83%;,
1431,Kids With the Greatest Number of Candies,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies,N,87.50%,Easy,2.22344%;,
1423,Maximum Points You Can Obtain from Cards,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,N,52.30%,Medium,9.1407%;,
1448,Count Good Nodes in Binary Tree,https://leetcode.com/problems/count-good-nodes-in-binary-tree,N,74.60%,Medium,3.31953%;,
1436,Destination City,https://leetcode.com/problems/destination-city,N,77.60%,Easy,7.67671%;,
1461,Check If a String Contains All Binary Codes of Size K,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k,N,56.80%,Medium,13.2419%;,
1464,Maximum Product of Two Elements in an Array,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array,N,79.30%,Easy,7.87321%;,
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,N,40.90%,Medium,12.7337%;,
1454,Active Users,https://leetcode.com/problems/active-users,Y,38.40%,Medium,14.3983%;,
1470,Shuffle the Array,https://leetcode.com/problems/shuffle-the-array,N,88.50%,Easy,1.6062%;,
1472,Design Browser History,https://leetcode.com/problems/design-browser-history,N,76.10%,Medium,16.3493%;,
1492,The kth Factor of n,https://leetcode.com/problems/the-kth-factor-of-n,N,62.40%,Medium,25.7592%;,
1480,Running Sum of 1d Array,https://leetcode.com/problems/running-sum-of-1d-array,N,89.30%,Easy,2.17846%;,
1482,Minimum Number of Days to Make m Bouquets,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets,N,55.80%,Medium,14.9457%;,
1488,Avoid Flood in The City,https://leetcode.com/problems/avoid-flood-in-the-city,N,26.10%,Medium,18.5275%;,
1497,Check If Array Pairs Are Divisible by k,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k,N,39.70%,Medium,9.3649%;,
1523,Count Odd Numbers in an Interval Range,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range,N,46.20%,Easy,3.06807%;,
1525,Number of Good Ways to Split a String,https://leetcode.com/problems/number-of-good-ways-to-split-a-string,N,69.40%,Medium,17.4543%;,
1512,Number of Good Pairs,https://leetcode.com/problems/number-of-good-pairs,N,88.20%,Easy,3.20029%;,
1539,Kth Missing Positive Number,https://leetcode.com/problems/kth-missing-positive-number,N,55.90%,Easy,8.67428%;,
1547,Minimum Cost to Cut a Stick,https://leetcode.com/problems/minimum-cost-to-cut-a-stick,N,56.90%,Hard,24.6726%;,
1563,Stone Game V,https://leetcode.com/problems/stone-game-v,N,40.60%,Hard,19.6872%;,
1567,Maximum Length of Subarray With Positive Product,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product,N,43.80%,Medium,49.8045%;,
1603,Design Parking System,https://leetcode.com/problems/design-parking-system,N,88.00%,Easy,44.6967%;,
1570,Dot Product of Two Sparse Vectors,https://leetcode.com/problems/dot-product-of-two-sparse-vectors,Y,90.30%,Medium,8.76113%;,
1581,Customer Who Visited but Did Not Make Any Transactions,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions,N,88.30%,Easy,3.08323%;,
1609,Even Odd Tree,https://leetcode.com/problems/even-odd-tree,N,53.80%,Medium,12.4945%;,
1597,Build Binary Expression Tree From Infix Expression,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression,Y,62.30%,Hard,64.3988%;,
1642,Furthest Building You Can Reach,https://leetcode.com/problems/furthest-building-you-can-reach,N,48.30%,Medium,37.5061%;,
1628,Design an Expression Tree With Evaluate Function,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function,Y,82.70%,Medium,59.1473%;,
1650,Lowest Common Ancestor of a Binary Tree III,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,Y,77.30%,Medium,22.8595%;,
1672,Richest Customer Wealth,https://leetcode.com/problems/richest-customer-wealth,N,88.20%,Easy,5.56781%;,
1673,Find the Most Competitive Subsequence,https://leetcode.com/problems/find-the-most-competitive-subsequence,N,49.40%,Medium,12.7337%;,
1680,Concatenation of Consecutive Binary Numbers,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers,N,57.00%,Medium,30.352%;,
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers,N,89.60%,Medium,4.661%;,
1696,Jump Game VI,https://leetcode.com/problems/jump-game-vi,N,46.30%,Medium,8.99283%;,
1705,Maximum Number of Eaten Apples,https://leetcode.com/problems/maximum-number-of-eaten-apples,N,38.10%,Medium,46.2616%;,
1723,Find Minimum Time to Finish All Jobs,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs,N,42.70%,Hard,31.9628%;,
1710,Maximum Units on a Truck,https://leetcode.com/problems/maximum-units-on-a-truck,N,73.90%,Easy,49.8519%;,
1752,Check if Array Is Sorted and Rotated,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated,N,49.30%,Easy,3.71078%;,
1740,Find Distance in a Binary Tree,https://leetcode.com/problems/find-distance-in-a-binary-tree,Y,68.80%,Medium,16.1855%;,
1757,Recyclable and Low Fat Products,https://leetcode.com/problems/recyclable-and-low-fat-products,N,93.60%,Easy,1.4831%;,
1762,Buildings With an Ocean View,https://leetcode.com/problems/buildings-with-an-ocean-view,Y,79.20%,Medium,13.5124%;,
1834,Single-Threaded CPU,https://leetcode.com/problems/single-threaded-cpu,N,42.00%,Medium,35.1903%;,
1856,Maximum Subarray Min-Product,https://leetcode.com/problems/maximum-subarray-min-product,N,37.70%,Medium,18.5275%;,
1876,Substrings of Size Three with Distinct Characters,https://leetcode.com/problems/substrings-of-size-three-with-distinct-characters,N,70.30%,Easy,5.65411%;,
1863,Sum of All Subset XOR Totals,https://leetcode.com/problems/sum-of-all-subset-xor-totals,N,79.00%,Easy,8.87544%;,
1864,Minimum Number of Swaps to Make the Binary String Alternating,https://leetcode.com/problems/minimum-number-of-swaps-to-make-the-binary-string-alternating,N,42.50%,Medium,69.0576%;,
1882,Process Tasks Using Servers,https://leetcode.com/problems/process-tasks-using-servers,N,39.60%,Medium,18.5275%;,
1926,Nearest Exit from Entrance in Maze,https://leetcode.com/problems/nearest-exit-from-entrance-in-maze,N,43.10%,Medium,10.3695%;,
1962,Remove Stones to Minimize the Total,https://leetcode.com/problems/remove-stones-to-minimize-the-total,N,59.20%,Medium,17.8893%;,
2007,Find Original Array From Doubled Array,https://leetcode.com/problems/find-original-array-from-doubled-array,N,40.90%,Medium,17.8893%;,
1972,First and Last Call On the Same Day,https://leetcode.com/problems/first-and-last-call-on-the-same-day,Y,53.40%,Hard,45.6746%;,
2035,Partition Array Into Two Arrays to Minimize Sum Difference,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference,N,18.30%,Hard,5.79688%;,
2055,Plates Between Candles,https://leetcode.com/problems/plates-between-candles,N,44.40%,Medium,80.9185%;,
2070,Most Beautiful Item for Each Query,https://leetcode.com/problems/most-beautiful-item-for-each-query,N,49.70%,Medium,23.4546%;,
2075,Decode the Slanted Ciphertext,https://leetcode.com/problems/decode-the-slanted-ciphertext,N,50.20%,Medium,23.4546%;,
2100,Find Good Days to Rob the Bank,https://leetcode.com/problems/find-good-days-to-rob-the-bank,N,49.20%,Medium,52.8976%;,
2102,Sequentially Ordinal Rank Tracker,https://leetcode.com/problems/sequentially-ordinal-rank-tracker,N,66.30%,Hard,76.442%;,
2096,Step-By-Step Directions From a Binary Tree Node to Another,https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another,N,48.80%,Medium,14.1655%;,
2115,Find All Possible Recipes from Given Supplies,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies,N,48.50%,Medium,33.4878%;,
2104,Sum of Subarray Ranges,https://leetcode.com/problems/sum-of-subarray-ranges,N,60.20%,Medium,76.7894%;,
2109,Adding Spaces to a String,https://leetcode.com/problems/adding-spaces-to-a-string,N,56.30%,Medium,17.0416%;,
2110,Number of Smooth Descent Periods of a Stock,https://leetcode.com/problems/number-of-smooth-descent-periods-of-a-stock,N,57.60%,Medium,38.1761%;,
2130,Maximum Twin Sum of a Linked List,https://leetcode.com/problems/maximum-twin-sum-of-a-linked-list,N,81.30%,Medium,22.1174%;,
2163,Minimum Difference in Sums After Removal of Elements,https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements,N,46.60%,Hard,40.0067%;,
2195,Append K Integers With Minimal Sum,https://leetcode.com/problems/append-k-integers-with-minimal-sum,N,25.00%,Medium,33.3416%;,
2221,Find Triangular Sum of an Array,https://leetcode.com/problems/find-triangular-sum-of-an-array,N,79.00%,Medium,73.1715%;,
2222,Number of Ways to Select Buildings,https://leetcode.com/problems/number-of-ways-to-select-buildings,N,51.30%,Medium,81.0963%;,
2234,Maximum Total Beauty of the Gardens,https://leetcode.com/problems/maximum-total-beauty-of-the-gardens,N,28.20%,Hard,52.8976%;,
2262,Total Appeal of A String,https://leetcode.com/problems/total-appeal-of-a-string,N,58.30%,Hard,79.1995%;,
2256,Minimum Average Difference,https://leetcode.com/problems/minimum-average-difference,N,35.90%,Medium,31.5922%;,
2265,Count Nodes Equal to Average of Subtree,https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree,N,85.60%,Medium,10.0605%;,
2214,Minimum Health to Beat Game,https://leetcode.com/problems/minimum-health-to-beat-game,Y,57.50%,Medium,95.4081%;,
2272,Substring With Largest Variance,https://leetcode.com/problems/substring-with-largest-variance,N,37.50%,Hard,100%;,
2244,Minimum Rounds to Complete All Tasks,https://leetcode.com/problems/minimum-rounds-to-complete-all-tasks,N,57.40%,Medium,32.0317%;,
2281,Sum of Total Strength of Wizards,https://leetcode.com/problems/sum-of-total-strength-of-wizards,N,27.90%,Hard,97.704%;,
2287,Rearrange Characters to Make Target String,https://leetcode.com/problems/rearrange-characters-to-make-target-string,N,57.80%,Easy,25.7592%;,
2288,Apply Discount to Prices,https://leetcode.com/problems/apply-discount-to-prices,N,27.40%,Medium,40.7078%;,
2289,Steps to Make Array Non-decreasing,https://leetcode.com/problems/steps-to-make-array-non-decreasing,N,21.40%,Medium,8.03794%;,
2235,Add Two Integers,https://leetcode.com/problems/add-two-integers,N,89.50%,Easy,9.87686%;,
2294,Partition Array Such That Maximum Difference Is K,https://leetcode.com/problems/partition-array-such-that-maximum-difference-is-k,N,72.60%,Medium,52.8976%;,
2302,Count Subarrays With Score Less Than K,https://leetcode.com/problems/count-subarrays-with-score-less-than-k,N,52.10%,Hard,18.5275%;,
2311,Longest Binary Subsequence Less Than or Equal to K,https://leetcode.com/problems/longest-binary-subsequence-less-than-or-equal-to-k,N,36.40%,Medium,16.1855%;,
2268,Minimum Number of Keypresses,https://leetcode.com/problems/minimum-number-of-keypresses,Y,74.00%,Medium,84.9083%;,
2327,Number of People Aware of a Secret,https://leetcode.com/problems/number-of-people-aware-of-a-secret,N,44.50%,Medium,26.6516%;,
2336,Smallest Number in Infinite Set,https://leetcode.com/problems/smallest-number-in-infinite-set,N,71.70%,Medium,10.5314%;,
2347,Best Poker Hand,https://leetcode.com/problems/best-poker-hand,N,60.60%,Easy,16.6017%;,
2350,Shortest Impossible Sequence of Rolls,https://leetcode.com/problems/shortest-impossible-sequence-of-rolls,N,68.30%,Hard,23.4546%;,
2357,Make Array Zero by Subtracting Equal Amounts,https://leetcode.com/problems/make-array-zero-by-subtracting-equal-amounts,N,72.70%,Easy,63.9838%;,
2398,Maximum Number of Robots Within Budget,https://leetcode.com/problems/maximum-number-of-robots-within-budget,N,32.20%,Hard,75.8822%;,
2376,Count Special Integers,https://leetcode.com/problems/count-special-integers,N,36.30%,Hard,37.183%;,
2385,Amount of Time for Binary Tree to Be Infected,https://leetcode.com/problems/amount-of-time-for-binary-tree-to-be-infected,N,56.20%,Medium,29.4431%;,
2386,Find the K-Sum of an Array,https://leetcode.com/problems/find-the-k-sum-of-an-array,N,37.70%,Hard,62.9952%;,
2340,Minimum Adjacent Swaps to Make a Valid Array,https://leetcode.com/problems/minimum-adjacent-swaps-to-make-a-valid-array,Y,76.50%,Medium,79.7405%;,
2405,Optimal Partition of String,https://leetcode.com/problems/optimal-partition-of-string,N,74.40%,Medium,7.34701%;,
2406,Divide Intervals Into Minimum Number of Groups,https://leetcode.com/problems/divide-intervals-into-minimum-number-of-groups,N,45.40%,Medium,18.5275%;,
2355,Maximum Number of Books You Can Take,https://leetcode.com/problems/maximum-number-of-books-you-can-take,Y,45.60%,Hard,90.0621%;,
